debtor,series,Series,counterpart_area,Counterpart-Area,year,value
PHL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,217.796703448793
PHL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,47.8375225534349
PHL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,18.709936861323
PHL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,4.10950676665001
PNG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,66.0489055201025
PNG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,28.9215447686274
PNG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,6.5878364939398
PNG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,2.88468683299964
PRY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,152.81829863985
PRY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,22.8833625304815
PRY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,10.0642819563015
PRY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,1.50704866279003
RWA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,96.4611103644543
RWA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,15.1071356773435
RWA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,2.55612609509539
RWA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.400324478757339
SAS,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,197.692569631509
SAS,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,15.5204106286505
SAS,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,6.26402565584103
SAS,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.491774933920225
SDN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,502.315799043884
SDN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,58.1905786082011
SDN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,12.8778989554202
SDN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,1.49183520187941
SEN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,177.402778413736
SEN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,33.4058085147044
SEN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,11.4151639277392
SEN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,2.14953104874534
SLB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,22.8349210706987
SLB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,11.5538405281772
SLB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,0.331930894820534
SLB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.167947881810404
SLE,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,175.638776897308
SLE,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,45.2880059645829
SLE,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,5.93971365755535
SLE,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,1.5315398586985
SLV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,78.443176736756
SLV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,28.560998385776
SLV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,4.94145746639806
SLV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,1.79917444183574
SOM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,262.991888624656
SOM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,89.2911512107033
SOM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,1.10377756414533
SOM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.374755167919816
STP,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,104.116904624243
STP,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,27.3941432960349
STP,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,1.1789989432998
STP,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.310205783731186
SWZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,46.0695695771515
SWZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,2.24314175910798
TCD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,398.257340120116
TCD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,27.3815456447044
TCD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,0.790137898117871
TCD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.0543246658464601
TGO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,196.770742825829
TGO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,71.7155831766156
TGO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,5.9294345882826
TGO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,2.16105734673511
THA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,96.7645352998683
THA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,25.8555794021977
THA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,9.48927788235376
THA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,2.53554442230707
TUN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,105.288227271582
TUN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,41.8118367884993
TUN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,7.60936923119949
TUN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,3.02181651836222
TUR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,520.99925995098
TUR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,28.2564941492684
TUR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,23.3513371595861
TUR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,1.26646422086956
TZA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,688.127343539431
TZA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,46.0005045018081
TZA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,9.68631755408604
TZA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.647518948979456
UGA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,208.800468914424
UGA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,55.8113134148609
UGA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,3.71193698215906
UGA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.992182054784555
UMC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,21.1338507063293
UMC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,1.92016511743521
VCT,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,26.8359623737374
VCT,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,13.0488663828382
VCT,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,0.697813636363636
VCT,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.339308751973161
WSM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,230.58457399478
WSM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,45.0798758376734
WSM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,9.79746910891316
WSM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,1.91543034862013
ZMB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,200.170887980799
ZMB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,90.4832053065349
ZMB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,8.70769046095144
ZMB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,3.93613552735802
ZWE,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1980,45.8299404142071
ZWE,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1980,13.7366271942152
ZWE,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1980,1.48839795352242
ZWE,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1980,0.446118140660561
ARG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,303.34149248454
ARG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,46.6013548308641
ARG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,29.2058874349852
ARG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,4.48680433514179
BDI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,18.4872194835843
BDI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,0.442967548060336
BEN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,116.716266169315
BEN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,42.1783932679007
BEN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,3.37018445886531
BEN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,1.21790192709882
BFA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,156.941491054206
BFA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,18.5816612675799
BFA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,5.77127284237467
BFA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,0.683310935301038
BGD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,403.413208762353
BGD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,20.442718194955
BGD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,8.75540822318096
BGD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,0.443674969239091
BLZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,23.26773370678
BLZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,0.932296696928723
BOL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,324.03249596711
BOL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,61.2481586379414
BOL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,23.0938946260767
BOL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,4.36517491063433
BRA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,304.253448460053
BRA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,32.4208251487198
BRA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,38.8708157434164
BRA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,4.14202017095912
BTN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,0.301695675032658
BTN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,0.0021843880385388
BWA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,26.3977723650254
BWA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,14.3556814527749
BWA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,1.28579749526508
BWA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,0.699244580169848
CAF,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,131.569407175236
CAF,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,33.4310769273293
CAF,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,2.49495638642439
CAF,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,0.633954964726668
CHN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,2.96144821325265
CHN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,0.275395372418984
CIV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,279.238065514696
CIV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,102.91459674489
CIV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,28.3867777127946
CIV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,10.462090029933
CMR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,144.618553644624
CMR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,44.4878319733615
CMR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,9.2325472148852
CMR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,2.84013357090582
COD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,41.7570092293625
COD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,1.56455480416027
COG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,127.298087244466
COG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,79.3909889968394
COG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,10.6949111578069
COG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,6.6700104646587
COL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,178.00574525594
COL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,1981,24.8589184140075
COL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,1981,15.0161554811816
COL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,1981,2.09704121325988
COM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,1981,299.250350647189
